Año,Clave,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2015,9003,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,4,5.0,6.0,8.0,7.0,7.0,5.0,8.0,4.0,9.0,5.0,6.0
2015,9003,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo de autopartes,Sin violencia,9,16.0,19.0,21.0,22.0,13.0,29.0,19.0,25.0,25.0,14.0,25.0
2015,9003,El patrimonio,Robo,Robo a transportista,Con violencia,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo a transportista,Sin violencia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,43,46.0,54.0,54.0,43.0,52.0,38.0,74.0,51.0,41.0,43.0,45.0
2015,9003,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,11,11.0,16.0,11.0,11.0,14.0,8.0,8.0,5.0,5.0,9.0,13.0
2015,9003,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,1,3.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,3.0
2015,9003,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo en transporte público individual,Con violencia,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
2015,9003,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0
2015,9003,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,13,4.0,5.0,4.0,13.0,3.0,10.0,7.0,2.0,3.0,6.0,4.0
2015,9003,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,1.0,6.0,4.0,4.0,3.0,6.0,2.0,1.0,2.0,8.0,2.0
2015,9003,El patrimonio,Robo,Robo en transporte individual,Con violencia,6,5.0,5.0,4.0,4.0,9.0,5.0,4.0,5.0,3.0,2.0,3.0
2015,9003,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9003,El patrimonio,Robo,Robo a negocio,Con violencia,25,16.0,17.0,28.0,22.0,35.0,29.0,27.0,28.0,26.0,33.0,27.0
2015,9003,El patrimonio,Robo,Robo a negocio,Sin violencia,89,83.0,108.0,112.0,99.0,116.0,102.0,106.0,98.0,106.0,98.0,90.0
2015,9003,El patrimonio,Robo,Robo de ganado,Con violencia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
